,index,high_nei,high_sim,low_nei,low_sim
398,398,"284, 378, 25","0.7177271072324912, 0.7074808782691969, 0.7053314883353136","326, 353, 478","1.2736272, 6.1875854, 6.953653"
399,399,"379, 450, 116","0.813749775082014, 0.7559505045411038, 0.7494853874296131","379, 436, 306","0.100355566, 1.7992895, 2.1896524"
400,400,"107, 360, 267","0.7721988242522642, 0.7305380156219375, 0.723549347826813","360, 107, 81","0.61342424, 0.8711703, 2.3614342"
401,401,"270, 40, 378","0.8090430072370686, 0.7878327762260618, 0.7564276580706982","270, 251, 127","0.025345668, 2.6532383, 2.9952557"
402,402,"257, 234, 55","0.913857452992978, 0.9093317286162611, 0.9045467360207143","344, 257, 16","0.7214189, 0.7650558, 1.5709169"
403,403,"133, 111, 116","0.6952936998768982, 0.692046295056504, 0.6878783217217288","133, 246, 227","2.5078921, 3.7991824, 10.790096"
404,404,"170, 160, 279","0.7829750284767699, 0.7530112078445155, 0.7440129939311516","160, 267, 279","0.6644689, 1.79326, 1.9417472"
405,405,"108, 71, 333","0.827107805685196, 0.7348408088981753, 0.7288969368458306","108, 7, 238","0.0076635685, 2.572237, 2.579069"
406,406,"51, 120, 288","0.6677720686760699, 0.6593147925776128, 0.6200573548765912","288, 120, 51","0.9962925, 3.1737967, 4.860856"
407,407,"126, 472, 194","0.6776329571568899, 0.6656953160185131, 0.6651867202050036","461, 194, 243","0.56702805, 4.883106, 6.7206926"
408,408,"132, 356, 433","0.6469398452671861, 0.6450364759723755, 0.6426843708966644","356, 354, 14","1.7342855, 1.9538605, 6.102401"
409,409,"315, 155, 368","0.7808769140762782, 0.756350941822296, 0.7356991513637127","155, 368, 183","0.9896071, 1.3655041, 2.5280752"
410,410,"333, 378, 316","0.7878229660129085, 0.7869873259742446, 0.7764507718988762","333, 71, 378","0.60883707, 0.7294766, 1.8250842"
411,411,"237, 241, 297","0.5688504630382794, 0.5564134450426893, 0.5518486715581755","258, 237, 294","2.5238676, 6.6482315, 7.155394"
412,412,"385, 350, 176","0.7476679098783627, 0.7295817922505657, 0.7257908247772142","213, 145, 274","10.498648, 11.039402, 26.723398"
413,413,"308, 277, 173","0.7415479343769389, 0.7300797081925048, 0.728724087404258","308, 271, 264","1.4556274, 2.1144342, 2.9501266"
414,414,"450, 379, 108","0.757413165181911, 0.7452346799481574, 0.7204343965151826","450, 128, 250","0.26470298, 3.332981, 3.5423188"
415,415,"223, 285, 167","0.9271918835037763, 0.9269022669278996, 0.9196042020903802","285, 167, 195","0.8316661, 0.86870575, 1.1735542"
416,416,"7, 158, 180","0.7636211579246499, 0.762258454851801, 0.7253821290143272","7, 158, 148","1.2637068, 1.3804454, 4.1086082"
417,417,"428, 394, 329","0.7423266202665731, 0.6982758409570792, 0.6979850136688214","241, 8, 428","3.0841243, 3.2383397, 6.1416435"
418,418,"205, 432, 395","0.7352290753421334, 0.7207333621471275, 0.6802661360191913","432, 251, 270","0.43755263, 1.7492576, 6.9454393"
419,419,"483, 51, 125","0.7040916506645483, 0.6919443346409447, 0.6816924120761553","463, 483, 446","1.6085147, 1.6764365, 3.592864"
420,420,"397, 217, 196","0.7612979184619171, 0.7401891912288241, 0.7295902972185094","397, 217, 67","0.044753097, 2.3591313, 2.4352603"
421,421,"370, 172, 456","0.7317015210789154, 0.7316101917255426, 0.727337024958936","370, 471, 210","0.595952, 8.9719, 11.94882"
422,422,"182, 271, 313","0.7521268832174428, 0.6969020058191363, 0.6936502010851068","271, 308, 425","1.9947574, 3.295383, 4.0929894"
423,423,"387, 223, 364","0.9216056390134101, 0.9009589620304705, 0.8903921226613424","387, 462, 223","0.8412594, 1.4514571, 1.848161"
424,424,"301, 414, 208","0.7058376779416154, 0.670242180300457, 0.6686936636213121","301, 208, 481","2.3705168, 4.0436463, 4.114338"
425,425,"267, 36, 107","0.7222002049583152, 0.7107310308384915, 0.693231839824214","36, 182, 422","0.028849438, 2.939948, 4.0929894"
426,426,"77, 321, 328","0.9174684490885258, 0.9065567375134765, 0.8970812751184145","321, 77, 114","0.28619617, 0.67732716, 1.789177"
427,427,"19, 72, 388","0.7376108891532558, 0.6812842662485364, 0.6684041912145817","19, 100, 298","0.35863048, 1.822073, 2.326724"
428,428,"417, 457, 70","0.7423266202665731, 0.690011059692199, 0.6871878290862724","70, 241, 208","1.3492281, 2.060992, 2.2405245"
429,429,"54, 56, 281","0.7657173312993176, 0.7461178140963867, 0.7286930858798283","281, 54, 113","0.4997826, 0.94387245, 2.6717339"
430,430,"289, 293, 77","0.682113367109762, 0.6595042496451546, 0.6373236069359526","289, 164, 195","0.65412223, 6.8351245, 9.016305"
431,431,"25, 256, 326","0.7360574974549113, 0.7242106363977195, 0.7022920953966343","353, 25, 282","1.930305, 2.1575167, 3.4857495"
432,432,"4, 205, 395","0.7480630375326125, 0.7440050200509573, 0.7384999889801362","418, 251, 270","0.43755263, 0.4377122, 4.1615014"
433,433,"125, 79, 446","0.7524774257944712, 0.7341890796474201, 0.6855723069434927","376, 79, 105","1.8536884, 3.0659752, 5.1722856"
434,434,"344, 55, 377","0.9129583533118197, 0.8874509808616862, 0.8807090207507949","234, 257, 153","0.8491836, 1.6173321, 2.2329268"
435,435,"33, 91, 313","0.8301755847619374, 0.7985826380460651, 0.7881550143617844","33, 132, 170","1.0051633, 1.5157212, 2.4076157"
436,436,"155, 399, 315","0.6871604026335978, 0.6833612923798681, 0.672706560903235","399, 379, 306","1.7992895, 2.4156008, 4.307329"
437,437,"59, 113, 51","0.7043194182990195, 0.6839689869319417, 0.6758721101064628","209, 419, 483","0.45675617, 4.1610603, 4.6527967"
438,438,"32, 352, 85","0.7657660141926742, 0.6969639873845643, 0.6949820589678518","64, 85, 171","0.6742572, 6.71946, 7.6607814"
439,439,"94, 173, 349","0.7269444311980625, 0.7167680681626852, 0.7146356492015622","173, 479, 375","3.2049067, 3.53372, 4.520671"
440,440,"175, 10, 154","0.8076003627970773, 0.7911925926745029, 0.7699081349993634","10, 154, 43","0.7084929, 1.4126903, 3.2130256"
441,441,"94, 252, 18","0.8023482673663759, 0.7946758349747832, 0.758530138196092","252, 94, 352","0.19058083, 0.5319587, 2.3421714"
442,442,"310, 291, 228","0.7928953422227837, 0.7094070068807846, 0.705122763768722","310, 3, 12","0.050533142, 2.445003, 3.4123785"
443,443,"196, 397, 280","0.7173627565089891, 0.6756393851507293, 0.670600242583682","196, 291, 397","1.2599027, 1.2802819, 6.991065"
444,444,"246, 133, 468","0.6908297400476335, 0.6855813605672246, 0.6777353574156617","227, 246, 133","0.8572922, 2.0567327, 3.1120203"
445,445,"222, 80, 229","0.6340790913401578, 0.6308708347391521, 0.6098059403348693","369, 237, 80","1.4681153, 3.3946824, 3.5641608"
446,446,"125, 120, 433","0.7628942976357512, 0.7023496653383512, 0.6855723069434927","125, 120, 51","0.09896384, 2.0585115, 2.737796"
447,447,"9, 55, 161","0.9029612047789204, 0.9001356755934236, 0.8970463125776194","9, 161, 153","0.87974375, 0.95054376, 2.312923"
448,448,"266, 122, 89","0.7168157380883461, 0.6888090602970983, 0.6598040632290854","93, 384, 35","0.51310635, 7.530587, 8.82362"
449,449,"279, 373, 247","0.8088983646092646, 0.7616980375543457, 0.7322556362677956","279, 459, 262","1.0893112, 1.2513137, 2.0464664"
450,450,"379, 414, 399","0.7634687777171056, 0.757413165181911, 0.7559505045411038","414, 128, 98","0.26470298, 1.740529, 2.7783682"
451,451,"219, 235, 149","0.722652896989065, 0.7115684833791468, 0.7105690808537349","149, 235, 277","1.9607067, 2.205476, 2.6180105"
452,452,"187, 315, 155","0.7276501384285998, 0.7123865748867857, 0.6871466332038291","315, 202, 151","0.008261375, 6.974613, 9.388856"
453,453,"381, 128, 110","0.6808016852122781, 0.664022182891307, 0.6307457487074092","22, 261, 342","0.80542946, 1.4539876, 20.648415"
454,454,"199, 45, 341","0.748752077519077, 0.7240088006593709, 0.7166718689903896","341, 132, 334","1.0843998, 2.8213773, 3.3139348"
455,455,"317, 355, 349","0.8680773998072535, 0.8542501684216397, 0.8284582119460681","2, 391, 317","0.54074794, 0.69658583, 2.2881804"
456,456,"380, 484, 366","0.7893415831712043, 0.7864882712855178, 0.7745185039219349","380, 86, 311","0.39704612, 4.175754, 4.2858267"
457,457,"493, 70, 49","0.7431808764610189, 0.7372931461266123, 0.73220978457017","49, 70, 241","0.8632252, 0.88742113, 1.9650793"
458,458,"344, 496, 402","0.8975862889976876, 0.8929854134581247, 0.8915357657852515","16, 462, 402","2.0696578, 2.7909217, 3.5781624"
459,459,"247, 449, 473","0.7179692896040452, 0.7077052361048534, 0.686516187815063","247, 449, 279","0.7257227, 1.2513137, 1.793555"
460,460,"271, 24, 29","0.6475513215938195, 0.6371475276260697, 0.6280395997361322","451, 20, 357","4.448683, 6.280312, 8.324843"
461,461,"322, 338, 472","0.7009087436777887, 0.6991683141745408, 0.6754665796393542","407, 185, 194","0.56702805, 5.3310556, 8.407836"
462,462,"249, 364, 285","0.9029629349971094, 0.8925206086163734, 0.8864079020682342","364, 423, 458","1.1372781, 1.4514571, 2.7909217"
463,463,"120, 392, 258","0.5756848810052141, 0.5722394333126753, 0.5715328616588858","419, 51, 446","1.6085147, 3.821774, 3.9367633"
464,464,"80, 392, 481","0.6517856516732922, 0.6514643467556773, 0.6329697935734256","237, 80, 294","1.8118502, 2.362745, 5.253627"
465,465,"322, 102, 178","0.7808452816468788, 0.7706847822661158, 0.7468883564620347","118, 178, 184","0.6900741, 1.7337643, 3.2808595"
466,466,"341, 295, 33","0.771881307966099, 0.7602797111335953, 0.7484667636539222","495, 78, 215","0.85661805, 1.0244609, 1.1933547"
467,467,"244, 139, 494","0.7684507142150144, 0.7287040797372429, 0.698417540499298","244, 139, 140","0.24861294, 5.1352677, 8.648681"
468,468,"444, 246, 69","0.6777353574156617, 0.6610159097409001, 0.6532781004598754","414, 187, 450","4.070758, 4.551927, 5.1771803"
469,469,"159, 2, 311","0.7843057813252585, 0.7782779123478986, 0.7674694410549286","159, 490, 111","0.3626565, 0.46977288, 2.8136704"
470,470,"134, 126, 434","0.7967855568039843, 0.7384123636458807, 0.7303353900957511","126, 134, 169","0.68225473, 0.84464693, 4.155653"
471,471,"138, 141, 165","0.9010600641996481, 0.8800228838122356, 0.8632365550910067","165, 138, 312","1.0256295, 1.1999887, 2.4618616"
472,472,"321, 77, 114","0.7004204834243051, 0.6958354206162477, 0.6940932609504574","114, 321, 426","1.5201142, 4.0945597, 4.764143"
473,473,"459, 449, 247","0.686516187815063, 0.6191755141196903, 0.611716349737374","320, 191, 337","10.273309, 25.483505, 27.77377"
474,474,"110, 250, 83","0.7723437052168942, 0.7477635012549703, 0.7264803183466325","48, 379, 399","2.4976375, 2.8789148, 3.9865017"
475,475,"339, 447, 112","0.8953273582384674, 0.8892779928660052, 0.8858188969743858","255, 339, 97","0.78976935, 1.0568484, 1.1766881"
476,476,"90, 314, 191","0.6826242908241148, 0.6679731372306217, 0.6514743658232811","309, 314, 311","4.732236, 5.1245174, 6.114119"
477,477,"446, 125, 294","0.6600167330042994, 0.5897308705764649, 0.5874578704131126","332, 52, 51","2.1324456, 3.7049327, 4.557598"
478,478,"316, 282, 66","0.8098069072515683, 0.7722355230268024, 0.74518817347676","316, 326, 398","0.01600604, 6.9455256, 6.953653"
479,479,"173, 96, 44","0.7825377031667352, 0.7532677223845156, 0.7507301440987056","173, 439, 44","0.36176684, 3.53372, 3.6184657"
480,480,"295, 337, 191","0.8036143205736163, 0.7723572963325562, 0.7566648079721071","295, 337, 383","0.80516475, 1.8996695, 4.243537"
481,481,"208, 148, 305","0.6984819990247036, 0.6883390126179274, 0.6793668274176105","148, 424, 301","2.7242444, 4.114338, 4.8679466"
482,482,"323, 255, 97","0.9011736229305319, 0.8976632932730999, 0.891579431444214","97, 323, 15","0.55525285, 1.4199928, 1.5113487"
483,483,"210, 330, 419","0.7309244470562873, 0.7119158663907326, 0.7040916506645483","419, 210, 330","1.6764365, 2.9296236, 4.3724027"
484,484,"345, 44, 268","0.8404990794671434, 0.8346784373896311, 0.8156848824023787","44, 268, 314","0.75321025, 2.4991574, 2.5753932"
485,485,"39, 497, 215","0.8705326353234787, 0.8565317761274837, 0.8234272815972","39, 391, 302","0.10708906, 2.2732975, 3.7325964"
486,486,"274, 54, 254","0.6627313496107394, 0.6538794772104854, 0.6282343034387239","274, 137, 63","0.3589552, 16.51079, 21.10111"
487,487,"73, 3, 354","0.6994030966335819, 0.6679643142399428, 0.6622742844091604","73, 3, 371","0.030084318, 2.4347308, 5.988102"
488,488,"147, 383, 245","0.7810167550230026, 0.7145099695452464, 0.7067064048477899","492, 39, 302","0.86467135, 6.646083, 7.883583"
489,489,"384, 117, 194","0.7147987958614835, 0.6964119347707053, 0.6612938673309179","35, 384, 101","0.52657866, 1.0625697, 1.41168"
490,490,"111, 159, 345","0.7829928139377321, 0.7798661681528808, 0.7609080310848987","469, 159, 111","0.46977288, 0.68504626, 1.403272"
491,491,"46, 5, 360","0.748028613023019, 0.6926176388786762, 0.6773704660688177","46, 5, 360","0.9115852, 1.5627123, 2.1352656"
492,492,"186, 313, 2","0.7691568169424642, 0.7603227565804802, 0.7419384709930055","488, 39, 485","0.86467135, 2.717441, 3.8412614"
493,493,"49, 457, 75","0.7699648317305444, 0.7431808764610189, 0.7423216740235762","49, 457, 241","0.96528614, 2.8790493, 2.9294987"
494,494,"90, 139, 43","0.8791418628835117, 0.8552383228739243, 0.8294520085545461","90, 43, 154","0.4185671, 0.6409016, 3.2240882"
495,495,"435, 95, 33","0.7834561161629052, 0.7749596017423956, 0.7724131081529519","466, 78, 215","0.85661805, 2.8923283, 4.0510917"
496,496,"11, 220, 55","0.9094559145639775, 0.9090318476986877, 0.8982541879913514","220, 11, 249","0.7894561, 1.6885666, 1.7488052"
497,497,"485, 150, 39","0.8565317761274837, 0.8349603960065339, 0.7992198880794638","302, 485, 391","2.2715275, 3.7717497, 4.2842183"
498,498,"212, 409, 305","0.7052835286399175, 0.6967823899614837, 0.678192801611593","212, 468, 110","0.22334856, 5.6260204, 9.477756"
499,499,"202, 315, 436","0.7722773242811952, 0.717622652488609, 0.6627235766489906","389, 202, 151","1.3274331, 3.4484265, 4.124306"
