,index,high_nei,high_sim,low_nei,low_sim
391,391,"455, 215, 485","0.7883286142370839, 0.7809229899350283, 0.7729300073846342","455, 39, 488","0.0010816454, 0.0044130553, 0.004938459"
392,392,"208, 464, 301","0.673942270994034, 0.6514643467556773, 0.641091379556668","411, 208, 464","0.04413436, 0.059263855, 0.06205024"
393,393,"292, 373, 247","0.7418345717619987, 0.6995813816370612, 0.6790898183950561","60, 177, 292","0.0017111565, 0.012110772, 0.02844715"
394,394,"372, 70, 8","0.7745524843360727, 0.7050372635088663, 0.6994209422124877","75, 372, 229","0.0035645096, 0.0107568335, 0.013484435"
395,395,"350, 205, 432","0.7981784012426566, 0.7466159986555753, 0.7384999889801362","388, 401, 418","0.0083964765, 0.014610453, 0.031074457"
396,396,"110, 124, 239","0.7237027146729594, 0.6888411639017298, 0.6874545694800025","88, 228, 151","0.034204856, 0.052090332, 0.06442398"
397,397,"420, 200, 280","0.7612979184619171, 0.7557132094106743, 0.7492226606298937","420, 200, 196","0.028381502, 0.028458253, 0.04760108"
398,398,"284, 378, 25","0.7177271072324912, 0.7074808782691969, 0.7053314883353136","316, 478, 326","0.000112517155, 0.017339405, 0.021451706"
399,399,"379, 450, 116","0.813749775082014, 0.7559505045411038, 0.7494853874296131","26, 436, 474","0.011213634, 0.013641244, 0.038252823"
400,400,"107, 360, 267","0.7721988242522642, 0.7305380156219375, 0.723549347826813","81, 336, 107","0.0065441784, 0.0074723805, 0.010429549"
401,401,"270, 40, 378","0.8090430072370686, 0.7878327762260618, 0.7564276580706982","270, 395, 432","0.010285488, 0.014610453, 0.02182242"
402,402,"257, 234, 55","0.913857452992978, 0.9093317286162611, 0.9045467360207143","172, 257, 434","0.012777671, 0.021204703, 0.023353854"
403,403,"133, 111, 116","0.6952936998768982, 0.692046295056504, 0.6878783217217288","430, 47, 348","0.053509157, 0.05715257, 0.15043679"
404,404,"170, 160, 279","0.7829750284767699, 0.7530112078445155, 0.7440129939311516","160, 267, 181","0.023998965, 0.033401962, 0.047444474"
405,405,"108, 71, 333","0.827107805685196, 0.7348408088981753, 0.7288969368458306","238, 7, 416","0.0040542805, 0.015716655, 0.040123373"
406,406,"51, 120, 288","0.6677720686760699, 0.6593147925776128, 0.6200573548765912","120, 59, 48","0.054993205, 0.06483854, 0.06610791"
407,407,"126, 472, 194","0.6776329571568899, 0.6656953160185131, 0.6651867202050036","461, 346, 325","0.043601096, 0.099162415, 0.11081305"
408,408,"132, 356, 433","0.6469398452671861, 0.6450364759723755, 0.6426843708966644","159, 486, 354","0.054648384, 0.1819796, 0.18965277"
409,409,"315, 155, 368","0.7808769140762782, 0.756350941822296, 0.7356991513637127","157, 54, 155","0.015410016, 0.04982438, 0.056561414"
410,410,"333, 378, 316","0.7878229660129085, 0.7869873259742446, 0.7764507718988762","333, 6, 40","0.016398923, 0.01934326, 0.030308163"
411,411,"237, 241, 297","0.5688504630382794, 0.5564134450426893, 0.5518486715581755","464, 237, 222","0.0053856783, 0.03075034, 0.03131278"
412,412,"385, 350, 176","0.7476679098783627, 0.7295817922505657, 0.7257908247772142","145, 213, 1","0.00046004265, 0.003084815, 0.0077886293"
413,413,"308, 277, 173","0.7415479343769389, 0.7300797081925048, 0.728724087404258","271, 264, 308","0.054630905, 0.05611858, 0.059272353"
414,414,"450, 379, 108","0.757413165181911, 0.7452346799481574, 0.7204343965151826","250, 98, 226","0.009664958, 0.027067015, 0.050021723"
415,415,"223, 285, 167","0.9271918835037763, 0.9269022669278996, 0.9196042020903802","164, 167, 223","0.0123368725, 0.013425424, 0.019938609"
416,416,"7, 158, 180","0.7636211579246499, 0.762258454851801, 0.7253821290143272","7, 405, 238","0.01801211, 0.040123373, 0.049188785"
417,417,"428, 394, 329","0.7423266202665731, 0.6982758409570792, 0.6979850136688214","241, 493, 70","0.0017576609, 0.013260057, 0.01669684"
418,418,"205, 432, 395","0.7352290753421334, 0.7207333621471275, 0.6802661360191913","251, 388, 432","0.0034225439, 0.00847562, 0.02113599"
419,419,"483, 51, 125","0.7040916506645483, 0.6919443346409447, 0.6816924120761553","288, 463, 125","0.004918989, 0.005553147, 0.020983528"
420,420,"397, 217, 196","0.7612979184619171, 0.7401891912288241, 0.7295902972185094","397, 266, 67","0.028381502, 0.031246489, 0.051893394"
421,421,"370, 172, 456","0.7317015210789154, 0.7316101917255426, 0.727337024958936","382, 204, 358","0.03309538, 0.03573324, 0.03639728"
422,422,"182, 271, 313","0.7521268832174428, 0.6969020058191363, 0.6936502010851068","308, 264, 29","0.008201798, 0.008575084, 0.01070462"
423,423,"387, 223, 364","0.9216056390134101, 0.9009589620304705, 0.8903921226613424","387, 223, 142","0.013762488, 0.028526716, 0.03486927"
424,424,"301, 414, 208","0.7058376779416154, 0.670242180300457, 0.6686936636213121","301, 305, 481","0.05056109, 0.11230198, 0.13776052"
425,425,"267, 36, 107","0.7222002049583152, 0.7107310308384915, 0.693231839824214","422, 264, 182","0.046419792, 0.0559119, 0.06099629"
426,426,"77, 321, 328","0.9174684490885258, 0.9065567375134765, 0.8970812751184145","472, 321, 114","4.831754e-05, 0.009725509, 0.012624538"
427,427,"19, 72, 388","0.7376108891532558, 0.6812842662485364, 0.6684041912145817","100, 298, 19","0.013171862, 0.015620155, 0.018745415"
428,428,"417, 457, 70","0.7423266202665731, 0.690011059692199, 0.6871878290862724","457, 70, 241","0.056887284, 0.065749556, 0.0886854"
429,429,"54, 56, 281","0.7657173312993176, 0.7461178140963867, 0.7286930858798283","281, 210, 146","0.0003727277, 0.0027728837, 0.011566193"
430,430,"289, 293, 77","0.682113367109762, 0.6595042496451546, 0.6373236069359526","348, 164, 403","0.04202644, 0.04452887, 0.053509157"
431,431,"25, 256, 326","0.7360574974549113, 0.7242106363977195, 0.7022920953966343","256, 353, 282","0.008171302, 0.017471243, 0.018523358"
432,432,"4, 205, 395","0.7480630375326125, 0.7440050200509573, 0.7384999889801362","270, 251, 418","0.0037840295, 0.009917713, 0.02113599"
433,433,"125, 79, 446","0.7524774257944712, 0.7341890796474201, 0.6855723069434927","376, 306, 116","0.046941623, 0.066915214, 0.067300096"
434,434,"344, 55, 377","0.9129583533118197, 0.8874509808616862, 0.8807090207507949","172, 257, 234","0.004460469, 0.018925503, 0.022679662"
435,435,"33, 91, 313","0.8301755847619374, 0.7985826380460651, 0.7881550143617844","495, 78, 466","0.008889022, 0.02178103, 0.03641757"
436,436,"155, 399, 315","0.6871604026335978, 0.6833612923798681, 0.672706560903235","26, 399, 306","0.001435798, 0.013641244, 0.03288653"
437,437,"59, 113, 51","0.7043194182990195, 0.6839689869319417, 0.6758721101064628","209, 483, 125","0.005751349, 0.016370812, 0.02943638"
438,438,"32, 352, 85","0.7657660141926742, 0.6969639873845643, 0.6949820589678518","363, 94, 32","0.004627468, 0.016395302, 0.019844407"
439,439,"94, 173, 349","0.7269444311980625, 0.7167680681626852, 0.7146356492015622","76, 278, 143","0.009698628, 0.010285368, 0.011545478"
440,440,"175, 10, 154","0.8076003627970773, 0.7911925926745029, 0.7699081349993634","43, 494, 245","0.0003374081, 0.0029003506, 0.0061389375"
441,441,"94, 252, 18","0.8023482673663759, 0.7946758349747832, 0.758530138196092","352, 252, 94","0.04080399, 0.050218873, 0.07889558"
442,442,"310, 291, 228","0.7928953422227837, 0.7094070068807846, 0.705122763768722","291, 12, 310","0.020145545, 0.020758102, 0.039054986"
443,443,"196, 397, 280","0.7173627565089891, 0.6756393851507293, 0.670600242583682","299, 310, 166","0.017768098, 0.058768127, 0.061967958"
444,444,"246, 133, 468","0.6908297400476335, 0.6855813605672246, 0.6777353574156617","246, 227, 253","0.0012308289, 0.0036349983, 0.02417895"
445,445,"222, 80, 229","0.6340790913401578, 0.6308708347391521, 0.6098059403348693","80, 369, 237","0.0006962953, 0.0079031065, 0.0436124"
446,446,"125, 120, 433","0.7628942976357512, 0.7023496653383512, 0.6855723069434927","120, 125, 483","0.017361728, 0.021331673, 0.02578373"
447,447,"9, 55, 161","0.9029612047789204, 0.9001356755934236, 0.8970463125776194","9, 161, 68","0.0035878823, 0.021215271, 0.022767562"
448,448,"266, 122, 89","0.7168157380883461, 0.6888090602970983, 0.6598040632290854","93, 64, 266","0.014513732, 0.03806051, 0.040199682"
449,449,"279, 373, 247","0.8088983646092646, 0.7616980375543457, 0.7322556362677956","279, 262, 473","0.0035931605, 0.0038434318, 0.012518339"
450,450,"379, 414, 399","0.7634687777171056, 0.757413165181911, 0.7559505045411038","83, 379, 381","0.019985989, 0.020669393, 0.022911727"
451,451,"219, 235, 149","0.722652896989065, 0.7115684833791468, 0.7105690808537349","235, 91, 219","0.019548096, 0.08417113, 0.10791737"
452,452,"187, 315, 155","0.7276501384285998, 0.7123865748867857, 0.6871466332038291","315, 187, 370","0.036128823, 0.051729176, 0.08490652"
453,453,"381, 128, 110","0.6808016852122781, 0.664022182891307, 0.6307457487074092","414, 98, 108","0.10227325, 0.11253404, 0.12969907"
454,454,"199, 45, 341","0.748752077519077, 0.7240088006593709, 0.7166718689903896","341, 132, 33","0.00022631988, 0.034314122, 0.058345743"
455,455,"317, 355, 349","0.8680773998072535, 0.8542501684216397, 0.8284582119460681","391, 302, 39","0.0010816454, 0.0018906167, 0.0027704714"
456,456,"380, 484, 366","0.7893415831712043, 0.7864882712855178, 0.7745185039219349","152, 380, 338","0.002946191, 0.020538282, 0.034667924"
457,457,"493, 70, 49","0.7431808764610189, 0.7372931461266123, 0.73220978457017","241, 417, 49","0.020446518, 0.03055583, 0.039731026"
458,458,"344, 496, 402","0.8975862889976876, 0.8929854134581247, 0.8915357657852515","16, 249, 189","0.00662487, 0.022530194, 0.03739153"
459,459,"247, 449, 473","0.7179692896040452, 0.7077052361048534, 0.686516187815063","473, 262, 449","0.0011545402, 0.007048329, 0.013154059"
460,460,"271, 24, 29","0.6475513215938195, 0.6371475276260697, 0.6280395997361322","271, 29, 308","0.0010384033, 0.0011279149, 0.0062953504"
461,461,"322, 338, 472","0.7009087436777887, 0.6991683141745408, 0.6754665796393542","53, 407, 293","0.035678145, 0.043601096, 0.13305625"
462,462,"249, 364, 285","0.9029629349971094, 0.8925206086163734, 0.8864079020682342","188, 364, 189","0.010486243, 0.058547713, 0.090173"
463,463,"120, 392, 258","0.5756848810052141, 0.5722394333126753, 0.5715328616588858","288, 419, 51","0.0026219804, 0.005553147, 0.009706153"
464,464,"80, 392, 481","0.6517856516732922, 0.6514643467556773, 0.6329697935734256","411, 237, 222","0.0053856783, 0.01929241, 0.02747522"
465,465,"322, 102, 178","0.7808452816468788, 0.7706847822661158, 0.7468883564620347","178, 184, 13","0.0043816483, 0.011032234, 0.017058564"
466,466,"341, 295, 33","0.771881307966099, 0.7602797111335953, 0.7484667636539222","191, 78, 33","0.0014851204, 0.00197186, 0.008434911"
467,467,"244, 139, 494","0.7684507142150144, 0.7287040797372429, 0.698417540499298","102, 244, 366","0.017390197, 0.021459889, 0.045066103"
468,468,"444, 246, 69","0.6777353574156617, 0.6610159097409001, 0.6532781004598754","324, 69, 31","0.0023976283, 0.009447325, 0.012816498"
469,469,"159, 2, 311","0.7843057813252585, 0.7782779123478986, 0.7674694410549286","490, 354, 111","0.004407583, 0.006361384, 0.019996626"
470,470,"134, 126, 434","0.7967855568039843, 0.7384123636458807, 0.7303353900957511","126, 169, 134","0.011359327, 0.020863106, 0.05095484"
471,471,"138, 141, 165","0.9010600641996481, 0.8800228838122356, 0.8632365550910067","138, 312, 141","0.0017980657, 0.0061814385, 0.006642447"
472,472,"321, 77, 114","0.7004204834243051, 0.6958354206162477, 0.6940932609504574","426, 321, 114","4.831754e-05, 0.011113578, 0.01423003"
473,473,"459, 449, 247","0.686516187815063, 0.6191755141196903, 0.611716349737374","459, 262, 449","0.0011545402, 0.0041598943, 0.012518339"
474,474,"110, 250, 83","0.7723437052168942, 0.7477635012549703, 0.7264803183466325","379, 450, 399","0.007791717, 0.0280483, 0.038252823"
475,475,"339, 447, 112","0.8953273582384674, 0.8892779928660052, 0.8858188969743858","242, 97, 255","0.00012566263, 0.0023238244, 0.0023531741"
476,476,"90, 314, 191","0.6826242908241148, 0.6679731372306217, 0.6514743658232811","311, 86, 314","0.06759353, 0.08381697, 0.100016095"
477,477,"446, 125, 294","0.6600167330042994, 0.5897308705764649, 0.5874578704131126","463, 137, 82","0.017491749, 0.032230917, 0.032593448"
478,478,"316, 282, 66","0.8098069072515683, 0.7722355230268024, 0.74518817347676","353, 326, 398","0.007744972, 0.011626514, 0.017339405"
479,479,"173, 96, 44","0.7825377031667352, 0.7532677223845156, 0.7507301440987056","268, 115, 254","0.0357768, 0.038727757, 0.05357053"
480,480,"295, 337, 191","0.8036143205736163, 0.7723572963325562, 0.7566648079721071","277, 295, 383","0.00021885437, 0.004126854, 0.013657507"
481,481,"208, 148, 305","0.6984819990247036, 0.6883390126179274, 0.6793668274176105","301, 148, 305","0.030935563, 0.031421646, 0.051974386"
482,482,"323, 255, 97","0.9011736229305319, 0.8976632932730999, 0.891579431444214","323, 141, 165","0.016154366, 0.025528783, 0.02883465"
483,483,"210, 330, 419","0.7309244470562873, 0.7119158663907326, 0.7040916506645483","209, 41, 183","0.012227146, 0.012267992, 0.014794235"
484,484,"345, 44, 268","0.8404990794671434, 0.8346784373896311, 0.8156848824023787","497, 115, 44","0.023460576, 0.05883618, 0.07743598"
485,485,"39, 497, 215","0.8705326353234787, 0.8565317761274837, 0.8234272815972","302, 39, 455","0.0024411266, 0.006437897, 0.0081535885"
486,486,"274, 54, 254","0.6627313496107394, 0.6538794772104854, 0.6282343034387239","274, 408, 340","0.073947266, 0.1819796, 0.21230346"
487,487,"73, 3, 354","0.6994030966335819, 0.6679643142399428, 0.6622742844091604","371, 73, 12","0.013556727, 0.02285371, 0.02758335"
488,488,"147, 383, 245","0.7810167550230026, 0.7145099695452464, 0.7067064048477899","492, 391, 455","0.0023818898, 0.004938459, 0.010612774"
489,489,"384, 117, 194","0.7147987958614835, 0.6964119347707053, 0.6612938673309179","384, 101, 117","0.0040006, 0.0063772323, 0.01871008"
490,490,"111, 159, 345","0.7829928139377321, 0.7798661681528808, 0.7609080310848987","354, 469, 356","0.0012115065, 0.004407583, 0.0210222"
491,491,"46, 5, 360","0.748028613023019, 0.6926176388786762, 0.6773704660688177","355, 46, 435","0.032288384, 0.07383423, 0.08725193"
492,492,"186, 313, 2","0.7691568169424642, 0.7603227565804802, 0.7419384709930055","488, 391, 39","0.0023818898, 0.008965481, 0.013826358"
493,493,"49, 457, 75","0.7699648317305444, 0.7431808764610189, 0.7423216740235762","362, 193, 417","0.0033583583, 0.00817722, 0.013260057"
494,494,"90, 139, 43","0.8791418628835117, 0.8552383228739243, 0.8294520085545461","440, 245, 43","0.0029003506, 0.0035598997, 0.0040481198"
495,495,"435, 95, 33","0.7834561161629052, 0.7749596017423956, 0.7724131081529519","435, 78, 466","0.008889022, 0.012983387, 0.020812463"
496,496,"11, 220, 55","0.9094559145639775, 0.9090318476986877, 0.8982541879913514","179, 220, 34","0.0076467134, 0.008816214, 0.009291948"
497,497,"485, 150, 39","0.8565317761274837, 0.8349603960065339, 0.7992198880794638","484, 115, 479","0.023460576, 0.04183296, 0.058706667"
498,498,"212, 409, 305","0.7052835286399175, 0.6967823899614837, 0.678192801611593","212, 226, 59","0.052157767, 0.05309227, 0.072083615"
499,499,"202, 315, 436","0.7722773242811952, 0.717622652488609, 0.6627235766489906","389, 151, 202","0.0026286563, 0.033127386, 0.040625714"
